Machine_1,inst_57012
Machine_1,inst_44654
Machine_1,inst_46176
Machine_1,inst_66357
Machine_1,inst_32120
Machine_1,inst_59291
Machine_1,inst_82070
Machine_1,inst_19503
Machine_1,inst_62394
Machine_1,inst_16523
Machine_2,inst_67345
Machine_2,inst_77756
Machine_2,inst_42545
Machine_2,inst_78473
Machine_2,inst_6602
Machine_2,inst_60066
Machine_2,inst_71193
Machine_2,inst_11151
Machine_2,inst_3869
Machine_2,inst_54764
Machine_3,inst_50710
Machine_3,inst_54555
Machine_3,inst_18818
Machine_3,inst_10024
Machine_3,inst_71839
Machine_3,inst_73109
Machine_3,inst_99474
Machine_3,inst_39282
Machine_3,inst_76056
Machine_3,inst_87957
Machine_4,inst_9654
Machine_4,inst_93631
Machine_4,inst_31375
Machine_5,inst_97042
Machine_5,inst_94782
Machine_5,inst_76390
Machine_5,inst_67334
Machine_5,inst_41554
Machine_5,inst_4201
Machine_5,inst_15192
Machine_6,inst_93891
Machine_6,inst_14057
Machine_6,inst_61102
Machine_6,inst_76608
Machine_6,inst_13454
Machine_6,inst_5781
Machine_6,inst_46004
Machine_6,inst_9952
Machine_6,inst_67579
Machine_6,inst_95807
Machine_7,inst_15941
Machine_7,inst_35748
Machine_7,inst_39631
Machine_7,inst_74538
Machine_7,inst_81308
Machine_7,inst_14438
Machine_7,inst_56291
Machine_8,inst_84435
Machine_8,inst_74425
Machine_8,inst_28168
Machine_8,inst_84151
Machine_8,inst_81577
Machine_8,inst_1170
Machine_8,inst_20214
Machine_8,inst_13537
Machine_9,inst_91043
Machine_9,inst_4948
Machine_9,inst_67466
Machine_9,inst_65825
Machine_9,inst_68571
Machine_9,inst_17838
Machine_9,inst_1345
Machine_9,inst_65283
Machine_9,inst_71835
Machine_9,inst_75888
Machine_10,inst_11248
Machine_10,inst_95573
Machine_10,inst_74847
Machine_10,inst_19353
Machine_10,inst_71
Machine_10,inst_46251
Machine_10,inst_86240
Machine_10,inst_55509
Machine_10,inst_37760
Machine_10,inst_40699
Machine_11,inst_32385
Machine_11,inst_83891
Machine_11,inst_57070
Machine_11,inst_48057
Machine_11,inst_84832
